OBJECTID,TRACT,BLKGRP,GEOID,P0010001,P0010002,P0010003,P0010004,P0010005,P0010006,P0010007,P0010008,OP000001,OP000002,OP000003,OP000004,P0020002,P0020005,P0020006,P0020007,P0020008,P0020009,P0020010,OP00005,OP00006,OP00007,OP00008,P0030001,P0030003,P0030004,P0030005,P0030006,P0030007,P0030008,OP00009,OP00010,OP00011,OP00012,P0040002,P0040005,P0040006,P0040007,P0040008,P0040009,P0040010,OP000013,OP000014,OP000015,OP000016,H0010001,H0010002,H0010003,SHAPE_Length,SHAPE_Area
310,007803,4,110010078034,1286,1261,20,1193,8,4,0,36,19,5,9,1,60,10,1185,8,4,0,5,14,4,5,1,995,16,919,8,3,0,29,15,4,5,1,44,10,913,8,3,0,5,12,3,3,1,704,590,114,1992.81739825533,201150.370086553
311,007804,1,110010078041,1025,1000,4,979,1,0,0,16,21,8,7,1,21,4,975,1,0,0,0,21,8,7,1,809,3,778,1,0,0,9,14,6,4,1,13,3,775,1,0,0,0,14,6,4,1,353,307,46,3590.58772857462,274854.305239262
312,007804,2,110010078042,1633,1599,7,1561,0,2,0,29,33,27,9,2,32,6,1556,0,2,0,5,31,26,9,2,984,6,937,0,2,0,19,19,14,6,2,22,5,932,0,2,0,4,18,13,6,2,631,539,92,2423.64784838903,355635.94615089
313,007804,3,110010078043,788,767,13,749,3,2,0,0,18,9,3,2,16,8,746,3,2,0,0,11,8,3,2,639,10,608,3,2,0,0,14,7,2,2,7,8,608,3,2,0,0,10,6,2,2,394,366,28,2264.94800822569,217365.935783886
314,007806,1,110010078061,1327,1305,22,1262,10,3,0,8,21,17,0,6,44,11,1239,9,3,0,0,21,16,0,6,1025,17,979,7,3,0,6,12,10,0,1,29,11,964,6,3,0,0,12,9,0,1,607,536,71,2675.63342333136,296251.017654618
315,007806,2,110010078062,1020,1014,13,985,3,0,1,12,6,4,0,1,31,11,969,3,0,0,0,6,4,0,1,772,13,744,3,0,1,6,5,4,0,0,22,11,731,3,0,0,0,5,4,0,0,495,428,67,3063.39899236457,392632.449418296
316,007807,1,110010078071,1154,1141,9,1109,1,4,0,18,13,2,2,0,24,5,1105,1,4,0,4,11,2,2,0,847,6,819,1,4,0,9,8,2,0,0,12,5,818,1,4,0,1,6,2,0,0,493,444,49,2317.39193914051,242392.11484271
317,007807,2,110010078072,985,967,9,944,1,1,0,12,17,7,6,0,25,4,938,1,1,0,0,15,7,5,0,746,7,718,0,1,0,9,10,6,2,0,17,4,713,0,1,0,0,10,6,2,0,413,366,47,2611.36192804456,281360.704334086
318,007808,1,110010078081,1744,1723,9,1696,3,0,0,15,21,17,2,0,19,8,1692,3,0,0,6,16,13,1,0,1098,9,1064,2,0,0,10,13,9,1,0,11,8,1062,2,0,0,5,10,7,1,0,630,527,103,2315.66202452061,308400.245832894
319,007808,2,110010078082,1108,1094,15,1057,5,8,0,9,14,6,0,0,24,13,1047,4,8,0,5,7,5,0,0,884,11,845,5,4,0,8,11,6,0,0,19,9,837,4,4,0,5,6,5,0,0,617,540,77,2400.08953118576,376217.824140878
320,007808,3,110010078083,794,775,10,736,2,1,0,26,18,15,2,0,34,8,731,1,1,0,1,17,15,2,0,562,8,522,2,1,0,15,13,11,1,0,21,7,518,1,1,0,1,12,11,1,0,351,285,66,2156.07636489728,265732.769371724
321,007809,1,110010078091,1798,1766,27,1721,6,3,0,9,28,8,6,0,38,15,1713,2,3,0,1,26,6,6,0,1312,25,1255,6,2,0,7,14,8,1,0,31,15,1249,2,2,0,1,12,6,1,0,890,745,145,2143.96118665238,255886.816158534
322,007809,2,110010078092,1124,1109,31,1047,3,1,0,27,12,11,0,0,48,20,1040,3,1,0,0,12,10,0,0,817,26,756,2,1,0,19,10,9,0,0,34,18,752,2,1,0,0,10,8,0,0,449,390,59,2460.83814423001,279265.250730871
323,007901,1,110010079011,659,641,34,594,1,4,0,8,16,4,7,0,24,25,593,1,4,0,0,12,4,5,0,431,34,380,0,4,0,5,7,3,4,0,16,25,379,0,4,0,0,7,3,3,0,299,266,33,1262.36066432955,88671.6972036626
324,007901,2,110010079012,799,777,121,633,6,10,0,7,21,7,10,1,21,112,631,3,10,0,0,21,7,10,1,623,110,476,6,10,0,5,15,6,5,1,15,103,476,3,10,0,0,15,6,5,1,389,322,67,1228.89527654584,94899.2166071574
325,007901,3,110010079013,1284,1245,172,1037,8,7,0,21,38,15,2,1,52,147,1033,7,7,0,6,31,14,2,1,948,152,745,6,7,0,16,22,11,0,1,32,137,742,6,7,0,5,19,10,0,1,569,503,66,1230.85796418245,92635.4651946041
326,007901,4,110010079014,1080,1067,70,988,1,3,0,5,10,6,2,1,18,65,983,0,3,0,1,9,5,1,0,769,66,686,1,3,0,4,6,4,2,1,13,62,683,0,3,0,1,6,4,1,0,527,449,78,1463.90330915713,122065.719437235
327,007903,1,110010079031,1774,1749,156,1536,6,10,0,41,22,14,3,1,95,120,1518,6,9,0,4,22,12,3,1,1407,136,1205,5,10,0,31,17,11,2,1,70,112,1192,5,9,0,2,17,9,2,1,880,778,102,2170.94540046585,242584.352928883
328,008001,1,110010080011,681,666,294,341,3,13,1,14,11,2,8,3,32,281,337,3,12,1,0,11,2,8,3,604,272,294,3,13,1,8,9,2,8,1,26,259,290,3,12,1,0,9,2,8,1,337,299,38,1556.65993958694,86576.5034798104
329,008001,2,110010080012,1424,1377,690,625,5,32,0,25,30,15,11,1,70,664,619,2,31,0,2,22,13,9,1,1224,611,524,5,30,0,20,22,13,6,1,60,587,520,2,29,0,1,16,11,4,1,736,684,52,1712.33904397684,162056.660385304
330,008001,3,110010080013,679,658,337,281,2,20,0,18,10,4,7,3,36,319,279,2,19,0,7,9,1,7,3,569,285,240,2,15,0,12,8,4,2,2,25,273,239,2,14,0,4,7,1,2,2,318,303,15,1421.95768717983,76859.1987478031
331,008002,1,110010080021,1177,1151,529,576,0,35,0,11,16,5,8,0,29,514,575,0,35,0,0,16,5,8,0,1051,485,510,0,31,0,8,9,4,5,0,24,472,509,0,31,0,0,9,4,5,0,674,605,69,2682.66988215443,273480.561386314
332,008002,2,110010080022,1854,1795,1133,582,6,39,3,32,27,9,23,3,85,1088,577,4,38,3,8,24,8,22,0,1563,965,504,6,34,1,25,10,6,11,2,67,928,502,4,33,1,6,8,5,10,0,970,872,98,3421.9360949738,304615.454246895
333,008100,1,110010081001,751,728,529,169,5,19,1,5,8,3,14,0,30,508,165,4,19,1,3,6,2,14,0,672,483,145,5,18,1,3,5,3,11,0,26,464,143,4,18,1,1,3,2,11,0,427,392,35,1226.93313018705,72933.5539181465
334,008100,2,110010081002,1261,1213,959,188,4,35,0,27,23,15,22,0,71,924,185,4,34,0,0,23,14,22,0,1085,840,160,4,28,0,17,17,15,17,0,51,811,159,4,27,0,0,17,14,17,0,636,602,34,1433.13660223256,126008.709483971
335,008100,3,110010081003,898,882,788,65,2,21,0,6,2,1,11,1,32,763,63,2,21,0,1,2,1,11,1,794,704,61,2,16,0,6,1,1,1,1,29,682,59,2,16,0,1,1,1,1,1,486,458,28,1308.02078408505,93314.1083306192
336,008200,1,110010082001,807,776,703,33,3,26,0,11,4,7,20,0,31,687,31,3,26,0,0,4,5,20,0,737,655,31,3,23,0,10,2,3,8,0,28,640,29,3,23,0,0,2,2,8,0,479,455,24,1217.2953702336,88125.7320459087
337,008200,2,110010082002,2111,2067,1812,123,9,90,1,32,11,7,30,2,103,1756,121,6,87,1,2,7,6,25,2,1937,1673,115,9,83,1,27,10,8,15,2,91,1620,113,6,80,1,2,7,6,15,2,1176,1067,109,2548.45282810246,251993.291930774
338,008301,1,110010083011,1140,1102,766,272,2,41,1,20,11,6,26,1,47,746,267,2,40,1,2,11,4,26,1,1019,710,233,2,33,1,17,6,5,15,1,42,690,230,2,32,1,1,6,4,15,1,585,539,46,1521.41265767778,139911.418312719
339,008301,2,110010083012,1139,1123,977,111,3,26,0,6,10,1,5,0,33,957,106,3,26,0,0,8,1,5,0,1020,875,98,2,26,0,6,8,1,4,0,29,856,94,2,26,0,0,8,1,4,0,569,533,36,1725.41367299625,164033.888584069
340,008302,1,110010083021,2206,2141,1553,490,12,66,2,18,20,12,36,2,94,1487,487,10,64,2,9,18,8,31,2,1940,1367,448,11,60,2,9,15,12,18,2,62,1322,447,9,58,2,4,15,8,17,2,1032,966,66,2372.70017822771,260868.12305757
341,008402,1,110010084021,912,887,520,335,4,20,1,7,12,12,2,2,37,494,330,2,20,1,4,11,12,2,2,803,459,292,4,20,1,7,9,10,2,1,29,439,288,2,20,1,4,9,10,2,1,517,471,46,1868.00209657397,133613.737543692
342,008402,2,110010084022,1237,1194,636,511,3,31,3,10,22,9,18,4,62,601,500,3,29,3,1,21,8,17,2,1117,577,464,2,29,3,7,15,8,15,4,47,551,453,2,29,3,1,15,7,15,2,753,703,50,1538.26790093264,134723.431117358
343,008410,1,110010084101,1489,1463,451,958,4,24,3,23,16,10,3,1,71,421,942,4,22,3,4,16,8,3,1,1232,414,754,4,24,3,14,10,10,2,1,57,385,744,4,22,3,2,10,8,2,1,681,604,77,2326.09533684968,220126.527661906
344,008701,1,110010087011,1293,1271,255,954,3,35,2,22,16,6,9,0,66,239,934,2,35,2,1,11,2,9,0,1087,234,788,3,26,2,20,11,6,4,0,56,218,774,2,26,2,1,6,2,4,0,519,460,59,2166.63906866076,267184.382779584
345,008701,2,110010087012,1114,1089,129,934,1,3,1,21,18,9,7,0,48,117,922,1,3,0,2,17,8,7,0,891,123,725,1,3,1,19,14,6,6,0,40,114,717,1,3,0,1,13,5,6,0,453,413,40,1493.79246963752,117284.034975277
346,008702,1,110010087021,1055,1034,105,887,2,14,0,26,21,8,4,0,68,87,875,2,11,0,1,11,5,4,0,868,94,727,2,14,0,15,16,7,3,0,43,84,719,2,11,0,0,9,4,3,0,558,457,101,2103.32730896459,226177.114962413
347,008702,2,110010087022,544,523,116,393,4,2,1,7,18,5,2,2,35,95,390,4,2,1,0,16,4,2,2,457,101,328,4,2,1,5,14,4,2,0,29,83,325,4,2,1,0,12,4,2,0,344,256,88,2331.37668203041,248210.840797137
348,008802,1,110010088021,669,658,30,620,5,1,0,2,9,4,0,4,22,24,609,2,1,0,0,9,4,0,4,523,26,480,3,1,0,2,9,4,0,4,17,21,472,1,1,0,0,9,4,0,4,344,280,64,1150.78253927501,68363.6764335469
349,008802,2,110010088022,993,974,46,907,4,3,0,14,17,6,7,2,31,44,897,1,3,0,0,17,5,5,2,844,43,770,4,3,0,12,10,6,3,2,28,41,761,1,3,0,0,10,5,1,2,559,505,54,1428.93219156435,129814.736696134
350,009508,2,110010095082,1392,1377,49,1276,2,9,0,41,14,7,5,0,66,34,1267,1,9,0,3,12,6,5,0,1157,46,1062,2,9,0,27,10,7,1,0,48,32,1056,1,9,0,3,8,6,1,0,605,578,27,2190.34379005901,249797.213569639
351,009508,3,110010095083,828,818,35,753,2,0,0,28,9,3,3,2,58,17,742,2,0,0,0,9,3,3,1,681,32,616,2,0,0,23,7,3,3,2,46,17,609,2,0,0,0,7,3,3,1,442,384,58,2725.15031109891,229369.656935435
352,009509,1,110010095091,1040,1026,37,934,5,1,0,49,11,3,0,3,76,23,920,2,1,0,11,7,1,0,3,841,31,762,4,1,0,30,11,3,0,3,52,20,756,2,1,0,3,7,1,0,3,426,412,14,2063.59925679024,178384.939229283
353,009509,2,110010095092,1001,981,67,894,0,11,0,9,19,1,8,0,36,47,893,0,11,0,0,13,1,2,0,831,55,748,0,11,0,7,9,1,5,0,25,41,747,0,11,0,0,6,1,2,0,462,446,16,2117.85903329899,212641.679898622
354,009509,3,110010095093,899,881,61,764,0,21,0,35,18,3,6,0,57,54,752,0,21,0,2,13,2,6,0,728,56,616,0,18,0,29,9,2,5,0,39,51,611,0,18,0,2,7,2,5,0,432,400,32,2232.53991905305,254665.360342292
355,009601,1,110010096011,2445,2420,27,2359,3,5,3,23,24,7,2,4,36,16,2357,3,5,3,0,24,7,2,4,1598,23,1534,3,2,2,18,15,6,2,4,27,16,1532,3,2,2,0,15,6,2,4,847,786,61,6716.54976156894,2083524.73269691
356,009602,1,110010096021,1760,1715,22,1677,8,2,0,6,43,22,1,0,23,18,1668,5,2,0,1,41,22,1,0,1227,15,1172,4,2,0,4,28,16,0,0,12,13,1166,3,2,0,1,28,16,0,0,837,751,86,3552.15822223849,467898.432086233
357,009901,2,110010099012,1532,1506,73,1417,12,0,0,4,19,6,4,3,30,55,1409,12,0,0,1,18,5,4,3,1279,66,1181,7,0,0,4,16,6,4,3,23,52,1176,7,0,0,1,15,5,4,3,721,682,39,5611.56719572371,1842003.70850179
358,009902,1,110010099021,1123,1112,15,1077,5,1,0,14,8,5,2,0,22,14,1067,5,1,0,3,8,5,2,0,857,14,817,4,1,0,10,8,5,2,0,17,13,809,4,1,0,2,8,5,2,0,489,447,42,5817.71345928549,1011576.97649262
359,009902,2,110010099022,1782,1760,12,1736,7,2,0,3,22,7,6,0,22,10,1722,6,2,0,1,19,7,6,0,1416,11,1382,6,2,0,3,12,6,2,0,13,9,1373,6,2,0,1,12,6,2,0,803,728,75,2120.09785802771,282896.478103353
360,009903,1,110010099031,976,950,13,920,2,2,0,13,24,11,5,0,25,12,910,1,2,0,3,22,10,5,0,678,11,643,2,0,0,6,14,7,4,0,14,10,638,1,0,0,2,12,6,4,0,377,322,55,1805.64254015356,163760.839066064
361,009903,2,110010099032,875,859,4,854,1,0,0,0,16,12,0,0,5,4,850,1,0,0,0,15,12,0,0,680,4,663,1,0,0,0,12,8,0,0,5,4,659,1,0,0,0,11,8,0,0,345,322,23,2262.40719442543,212065.328648317
362,009904,1,110010099041,762,760,43,642,2,1,0,72,2,1,1,0,115,14,628,2,1,0,0,2,1,1,0,575,28,498,2,1,0,45,1,0,0,0,72,11,488,2,1,0,0,1,0,0,0,403,312,91,2345.22907555337,212159.588396404
363,009602,2,110010096022,1520,1505,2,1489,1,1,0,12,15,4,2,0,17,2,1488,1,1,0,0,11,4,2,0,1060,2,1034,1,1,0,9,13,4,2,0,13,2,1033,1,1,0,0,10,4,2,0,708,694,14,5003.37722841125,912102.271865593
364,009603,1,110010096031,1634,1591,19,1550,2,7,1,12,31,19,10,2,29,12,1546,2,7,1,2,29,18,10,2,1260,17,1197,0,5,1,7,24,15,8,2,19,12,1193,0,5,1,1,23,14,8,2,838,765,73,2275.28556233043,262189.473411823
365,009603,2,110010096032,723,710,0,693,5,0,0,12,13,9,2,0,14,0,690,5,0,0,1,13,9,2,0,547,0,530,3,0,0,8,6,3,2,0,7,0,530,3,0,0,1,6,3,2,0,298,275,23,1926.23730993722,195877.269299702
366,009603,3,110010096033,1016,1004,6,993,3,0,0,2,9,7,5,2,19,5,984,2,0,0,0,5,5,1,0,839,5,818,3,0,0,2,8,6,5,2,13,5,813,2,0,0,0,5,5,1,0,614,548,66,2000.74897570143,181182.179712223
367,009604,1,110010096041,1179,1159,16,1130,1,0,0,12,18,9,1,3,24,10,1127,1,0,0,0,15,9,1,3,963,16,923,1,0,0,6,15,9,1,3,16,10,921,1,0,0,0,13,9,1,3,642,599,43,3158.14128251422,343072.368378996
368,009604,2,110010096042,783,766,15,735,3,1,0,12,9,4,4,5,31,12,732,0,1,0,0,6,3,3,0,629,12,591,1,1,0,10,7,4,3,5,23,11,588,0,1,0,0,5,3,2,0,356,328,28,2269.81834870972,205459.826546365
369,009700,1,110010097001,2411,2381,15,2347,6,1,5,7,28,15,3,2,29,9,2336,6,0,5,0,26,14,3,2,1694,11,1649,5,1,1,4,21,13,1,1,19,9,1641,5,0,1,0,19,12,1,1,1011,902,109,2543.84231764556,320585.811666228
370,009700,2,110010097002,766,760,5,751,0,3,0,1,6,2,0,1,3,4,750,0,3,0,0,6,2,0,1,562,5,547,0,3,0,1,6,2,0,1,3,4,546,0,3,0,0,6,2,0,1,296,277,19,1326.85854513007,89421.094855587
371,009801,1,110010098011,1575,1554,16,1526,3,5,0,4,21,7,1,0,26,11,1512,3,5,0,2,16,7,1,0,1100,15,1058,3,5,0,4,15,6,1,0,14,10,1053,3,5,0,2,13,6,1,0,766,677,89,3275.82203079384,448549.968715113
372,009802,1,110010098021,819,816,1,814,1,0,0,0,3,2,0,0,7,1,807,1,0,0,0,3,2,0,0,478,1,474,1,0,0,0,2,2,0,0,1,1,473,1,0,0,0,2,2,0,0,321,270,51,1852.10835086344,86551.7761506607
373,009802,2,110010098022,874,862,10,851,0,0,0,1,9,1,1,2,20,9,836,0,0,0,1,8,1,1,2,658,9,637,0,0,0,1,8,1,1,2,12,8,630,0,0,0,1,7,1,1,2,527,407,120,1634.32314376981,114173.388865873
374,009803,1,110010098031,1001,992,2,990,0,0,0,0,9,6,2,0,7,1,984,0,0,0,0,9,6,2,0,649,2,642,0,0,0,0,5,3,1,0,6,1,637,0,0,0,0,5,3,1,0,394,363,31,1933.87247121701,213620.59607668
375,009803,2,110010098032,699,690,6,675,3,2,0,4,6,3,2,2,13,4,669,3,2,0,0,5,3,2,2,536,6,515,3,2,0,4,5,3,0,0,13,4,509,3,2,0,0,4,3,0,0,412,304,108,1881.92446102269,139744.536892094
376,009803,3,110010098033,1058,1037,15,1019,2,1,0,0,20,7,6,2,10,15,1014,2,1,0,0,15,5,6,2,815,14,786,2,0,0,0,12,5,4,2,2,14,785,2,0,0,0,11,4,4,2,610,534,76,2146.66482739615,177636.053301249
377,009804,1,110010098041,1680,1654,33,1599,5,4,0,13,24,9,1,1,39,13,1594,5,4,0,3,22,8,1,1,1197,21,1143,4,4,0,11,12,3,0,1,27,10,1139,4,4,0,2,11,3,0,1,701,652,49,2956.65559873054,352642.568670044
378,009804,2,110010098042,793,781,9,770,0,0,0,2,8,4,3,1,17,1,767,0,0,0,0,8,4,0,0,581,7,563,0,0,0,2,7,4,2,0,12,1,561,0,0,0,0,7,4,0,0,370,303,67,2530.38420929442,165655.94385775
379,009807,1,110010098071,693,684,16,654,0,10,0,4,9,7,0,0,10,16,648,0,10,0,0,9,7,0,0,544,14,511,0,9,0,4,6,5,0,0,9,14,506,0,9,0,0,6,5,0,0,315,291,24,3489.91511668667,529978.68222358
380,009807,2,110010098072,2379,2338,40,2283,4,3,0,8,39,17,3,0,48,22,2264,3,3,0,1,37,17,3,0,1852,32,1793,4,3,0,7,12,7,1,0,33,22,1777,3,3,0,1,12,7,1,0,1236,1059,177,3266.77139089738,508553.014881357
381,009810,1,110010098101,1510,1492,6,1480,1,0,0,5,18,8,6,0,10,6,1472,1,0,0,5,16,8,4,0,949,4,928,1,0,0,3,13,7,6,0,7,4,923,1,0,0,3,11,7,4,0,628,609,19,2617.20613680523,298914.101090731
382,009810,2,110010098102,997,991,9,976,2,1,0,3,5,4,2,0,12,9,967,2,1,0,1,5,4,2,0,785,9,764,2,1,0,3,5,4,2,0,10,9,757,2,1,0,1,5,4,2,0,543,494,49,1807.56535718619,113528.425046055
383,009811,1,110010098111,2124,2086,6,2064,5,1,0,10,32,16,22,0,24,4,2051,3,1,0,6,31,13,21,0,1382,6,1343,3,1,0,6,18,12,13,0,15,4,1337,2,1,0,3,17,9,12,0,893,856,37,2651.23967453094,235610.131825864
384,009811,2,110010098112,2241,2207,7,2182,7,3,0,8,33,13,7,2,13,7,2177,7,3,0,6,27,11,5,1,1563,5,1521,6,3,0,8,19,10,2,2,10,5,1516,6,3,0,6,16,9,1,1,1086,963,123,2362.76115621465,231332.335490576
385,009901,1,110010099011,717,706,21,677,3,3,0,2,11,5,2,1,9,19,672,3,3,0,0,11,5,2,1,597,18,564,3,3,0,2,7,5,2,1,7,16,561,3,3,0,0,7,5,2,1,349,325,24,2306.51596951643,259951.666298172
386,009102,1,110010091021,894,865,43,785,6,3,0,28,18,9,0,0,53,39,779,3,3,0,3,13,9,0,0,715,42,625,5,2,0,24,10,7,0,0,38,39,622,3,2,0,1,9,7,0,0,410,376,34,2311.9129529928,251166.399563662
387,009102,2,110010091022,1901,1878,58,1749,3,8,0,60,14,3,3,2,90,44,1736,3,8,0,7,11,3,3,2,1368,51,1248,2,8,0,43,9,3,2,2,61,42,1240,2,8,0,5,8,3,2,2,843,734,109,5993.33875244901,1435554.81647522
388,009102,3,110010091023,1332,1313,16,1286,2,2,0,7,19,8,6,1,30,12,1269,2,2,0,1,16,7,6,1,956,14,922,2,2,0,5,11,5,2,1,14,11,916,2,2,0,1,10,5,2,1,601,552,49,1876.4207551877,148544.334140302
389,009201,1,110010092011,1976,1905,737,1019,4,51,1,93,41,18,21,5,185,666,1006,3,50,1,13,37,14,18,5,1758,718,862,3,48,1,66,33,14,19,4,151,658,849,2,47,1,7,29,10,16,4,619,570,49,3334.44680362479,640770.875124095
390,009203,1,110010092031,921,900,65,822,2,8,0,3,19,2,1,3,42,51,815,2,3,0,0,7,2,1,3,708,62,625,2,5,0,2,10,1,0,3,28,50,620,2,3,0,0,4,1,0,3,357,328,29,2731.11392280952,366671.289043777
391,009203,2,110010092032,1661,1619,215,1295,5,32,2,70,38,20,4,1,125,196,1264,3,31,2,8,29,18,4,1,1401,198,1084,5,28,2,46,34,17,4,1,89,184,1063,3,27,2,4,26,15,4,1,902,737,165,2495.70795838962,220613.200497888
392,009204,1,110010092041,853,841,134,655,2,5,0,45,10,5,5,0,79,108,648,2,5,0,1,9,5,5,0,716,127,544,2,5,0,27,9,4,5,0,56,105,539,2,5,0,0,8,4,5,0,457,421,36,1803.70620877012,123455.21951921
393,009204,2,110010092042,1704,1662,36,1407,23,9,0,187,26,25,0,1,239,22,1396,6,9,0,3,23,21,0,1,1312,32,1094,22,9,0,125,21,19,0,1,160,21,1089,6,9,0,3,18,18,0,1,912,871,41,1875.93359952321,179590.927825039
394,009301,1,110010093011,730,705,175,511,1,9,0,9,17,5,6,0,47,154,503,0,9,0,1,9,5,6,0,611,151,425,1,7,0,8,12,5,6,0,36,133,418,0,7,0,1,9,5,6,0,296,281,15,1934.67863794147,229833.651246239
395,009301,2,110010093012,1061,1036,375,621,6,17,0,17,17,9,4,0,77,331,614,6,17,0,0,12,7,4,0,886,332,502,6,17,0,12,9,9,4,0,62,292,497,6,17,0,0,8,7,4,0,390,363,27,2515.429486542,368854.457850749
396,009301,3,110010093013,710,681,169,469,4,22,0,17,18,10,6,1,66,136,462,4,18,0,0,18,10,6,1,582,148,377,3,22,0,11,14,9,4,1,51,121,371,3,18,0,0,14,9,4,1,302,282,20,2512.13801452463,300241.895181136
397,009301,4,110010093014,642,609,260,314,3,23,0,9,23,8,8,0,31,245,312,3,23,0,2,17,8,7,0,538,235,251,3,20,0,8,15,8,4,0,26,222,249,3,20,0,2,11,8,3,0,242,236,6,1835.64505225065,202353.4766926
398,009302,1,110010093021,1189,1142,221,835,11,20,0,55,37,19,5,4,125,178,821,4,20,0,0,34,18,5,4,958,198,664,7,14,0,42,26,17,2,4,97,162,654,3,14,0,0,24,16,2,4,545,460,85,2780.13650504941,403314.549015264
399,009400,1,110010094001,652,639,48,572,2,8,0,9,12,7,2,0,22,45,561,1,8,0,4,11,7,2,0,540,40,477,1,7,0,7,7,5,0,0,13,37,472,1,7,0,4,6,5,0,0,298,278,20,3235.71929072101,432727.924269775
400,009400,2,110010094002,1407,1359,134,1175,5,10,0,35,33,15,6,0,88,108,1160,5,10,0,2,30,14,6,0,1129,113,949,5,5,0,23,26,12,2,0,57,97,937,5,5,0,2,23,12,2,0,582,536,46,3281.63380428823,452169.04716926
401,009400,3,110010094003,1367,1324,137,1095,7,20,0,65,33,20,3,0,110,105,1087,7,19,0,6,25,16,2,0,1115,120,894,7,20,0,44,22,17,3,0,79,94,889,7,19,0,4,17,13,2,0,562,517,45,3002.92465246326,478519.954775818
402,009400,4,110010094004,737,716,51,625,9,4,0,27,16,8,9,1,46,43,616,9,4,0,0,14,7,8,1,613,41,526,7,4,0,20,14,8,5,1,31,36,522,7,4,0,0,12,7,4,1,350,320,30,2286.3423186984,227097.709601602
403,009501,1,110010095011,2167,2073,180,1487,18,12,4,372,56,25,11,3,522,115,1462,3,12,4,3,42,23,10,3,1696,158,1184,11,10,2,261,39,21,9,2,371,109,1165,3,10,2,3,29,19,8,2,935,880,55,3713.92346287872,552247.082000179
404,009501,2,110010095012,650,626,51,514,3,3,3,52,14,5,4,4,95,32,505,3,1,0,1,12,3,3,4,576,42,467,3,3,3,38,11,4,4,3,68,32,460,3,1,0,1,10,2,3,3,446,411,35,1725.44573190143,154806.703160778
405,009501,3,110010095013,2980,2896,1897,826,15,93,3,62,29,19,43,8,214,1779,811,15,89,1,5,24,16,41,5,2827,1893,700,13,92,3,48,23,18,42,7,197,1775,686,13,88,1,5,20,15,40,4,573,511,62,4593.30063406237,887165.89021951
406,009503,1,110010095031,1502,1456,139,1287,2,15,0,13,41,23,6,0,42,115,1280,2,15,0,6,38,22,5,0,1249,126,1070,2,14,0,7,28,18,3,0,31,105,1064,2,14,0,5,27,17,2,0,662,633,29,3308.7530642478,670091.077570885
407,009503,2,110010095032,721,691,113,556,0,10,0,12,25,10,13,1,43,92,546,0,10,0,1,24,10,13,1,587,97,458,0,7,0,8,14,7,5,1,28,85,450,0,7,0,1,13,7,5,1,300,286,14,3197.50741736683,526098.605870447
408,009503,3,110010095033,687,663,180,458,2,16,0,7,18,17,3,3,28,170,450,1,16,0,0,17,16,3,3,597,161,389,2,15,0,7,17,17,3,3,24,152,384,1,15,0,0,16,16,3,3,294,281,13,2573.65760010409,227284.302648935
409,009504,1,110010095041,1488,1429,450,922,8,21,0,28,49,18,16,3,77,416,916,4,21,0,1,46,18,16,3,1260,400,779,5,20,0,18,31,12,11,1,55,374,773,3,20,0,1,28,12,11,1,842,760,82,2784.99564057794,471258.219222422
410,009504,2,110010095042,1537,1511,193,1282,2,19,0,15,17,9,8,2,43,176,1271,1,19,0,2,16,9,8,2,1343,179,1113,2,18,0,10,13,8,6,2,34,166,1103,1,18,0,1,12,8,6,2,512,494,18,3044.38244056425,554986.735766429
411,009505,1,110010095051,679,677,40,605,0,4,4,24,2,0,0,0,42,27,601,0,4,0,3,2,0,0,0,562,30,510,0,3,2,16,1,0,0,0,26,23,507,0,3,0,2,1,0,0,0,307,297,10,1761.46565247736,171837.842546254
412,009505,2,110010095052,831,798,52,704,0,13,0,29,24,13,8,4,54,44,699,0,13,0,0,20,10,5,0,707,45,606,0,12,0,22,16,10,1,1,42,37,601,0,12,0,0,14,9,0,0,390,365,25,3469.50798623736,475256.517427879
413,009505,3,110010095053,1120,1096,53,965,3,8,2,65,23,6,6,0,105,38,949,2,8,2,1,14,3,6,0,928,38,818,2,7,2,44,16,3,6,0,72,29,805,1,7,2,0,11,3,6,0,520,476,44,3157.06633712503,383513.141753753
414,009507,1,110010095071,1489,1460,53,1304,11,1,0,91,22,10,4,4,156,16,1292,2,1,0,1,21,9,4,4,1209,38,1075,10,1,0,64,15,10,4,1,110,14,1067,2,1,0,1,14,9,4,1,607,583,24,2483.11505524635,294663.464164052
415,009508,1,110010095081,1070,1045,173,792,7,21,0,52,15,14,3,0,111,131,784,3,20,0,0,15,13,3,0,947,149,716,3,18,0,40,13,12,3,0,77,121,711,2,17,0,0,13,11,3,0,695,616,79,4034.65375693121,459371.928997642
416,009904,2,110010099042,1481,1455,20,1413,6,6,0,10,24,13,3,0,47,8,1396,4,6,0,1,17,13,3,0,971,18,919,6,2,0,6,18,11,3,0,26,8,913,4,2,0,1,15,11,3,0,734,562,172,2507.08483048768,212623.253302175
417,009905,1,110010099051,1212,1178,11,1157,3,3,0,4,25,5,0,3,23,7,1149,3,3,0,1,22,4,0,3,860,9,829,3,3,0,2,11,4,0,3,11,6,826,3,3,0,0,10,3,0,3,564,474,90,1780.91196158224,185886.240678248
